pid,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,ea_index,influence,creativity,threat,ict_index,selected_by_percent
396,743,1,0,0,21,0,0,0,3,0,0,147,109.4,132.7,111.0,35.3,0.1
397,1,0,0,0,0,0,0,0,0,0,0,93,0.0,0.0,0.0,0.0,0.2
398,986,3,4,5,7,0,0,0,2,0,0,666,210.4,299.2,345.0,85.3,5.0
399,13,0,0,0,0,0,0,0,0,0,0,17,7.4,1.5,0.0,0.9,0.1
400,1220,1,0,5,10,0,0,0,3,0,0,268,208.4,198.9,114.0,52.2,3.3
401,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,0.0,0.0,0.0,0.0
402,770,5,5,5,6,0,0,0,1,0,0,244,275.6,270.7,375.0,91.9,7.0
403,757,7,1,4,7,0,0,0,0,0,0,1053,314.0,160.6,406.0,88.2,16.2
404,0,0,0,0,0,0,0,0,0,0,0,38,0.0,0.0,0.0,0.0,0.0
405,598,1,2,1,6,0,0,0,0,0,0,0,73.4,173.2,307.0,54.7,1.0
406,58,0,0,0,4,0,0,0,0,0,6,146,41.2,0.0,0.0,4.1,0.5
407,1202,0,0,3,20,1,0,0,1,0,34,375,241.0,0.0,0.0,24.1,2.1
408,405,0,0,0,7,0,0,0,1,0,0,335,75.2,25.9,8.0,10.9,0.2
409,1085,0,1,3,16,0,0,0,2,0,0,181,241.6,44.8,50.0,33.4,1.0
410,0,0,0,0,0,0,0,0,0,0,0,88,0.0,0.0,0.0,0.0,5.6
411,1134,2,1,3,23,0,0,0,6,0,0,96,297.8,200.6,91.0,59.1,7.3
412,833,0,1,1,12,0,0,0,2,0,0,275,149.0,83.4,32.0,26.4,1.2
413,983,0,0,3,16,0,0,0,4,1,0,205,201.0,44.5,67.0,31.3,0.5
414,221,1,0,0,7,0,0,0,0,0,0,0,67.2,11.5,47.0,12.7,0.1
415,323,0,1,0,9,0,0,0,1,0,0,56,53.8,58.6,46.0,15.9,0.1
416,1219,5,1,3,23,0,0,0,1,0,0,347,343.4,299.2,202.0,84.4,38.9
417,0,0,0,0,0,0,0,0,0,0,0,250,0.0,0.0,0.0,0.0,0.0
418,44,0,0,0,1,0,0,0,0,1,0,351,3.6,1.3,0.0,0.4,0.8
419,10,0,0,0,0,0,0,0,0,0,0,176,0.0,0.0,0.0,0.0,0.1
420,1113,0,0,3,20,0,0,0,5,0,0,127,114.8,52.3,16.0,18.4,0.3
421,0,0,0,0,0,0,0,0,0,0,0,55,0.0,0.0,0.0,0.0,0.0
422,969,0,2,2,22,0,0,0,3,0,0,74,150.4,276.9,188.0,61.2,0.1
423,0,0,0,0,0,0,0,0,0,0,0,69,0.0,0.0,0.0,0.0,0.1
424,191,1,0,1,1,0,0,0,1,0,0,0,67.6,32.1,116.0,21.7,0.0
425,1246,3,3,3,24,0,0,0,4,0,0,629,230.6,224.0,369.0,81.9,5.3
426,883,1,1,2,19,0,0,0,1,0,0,709,82.8,146.7,346.0,56.9,3.3
427,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
428,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3
429,0,0,0,0,0,0,0,0,0,0,0,218,0.0,0.0,0.0,0.0,0.5
430,1260,0,0,3,17,0,0,0,0,0,47,129,325.6,10.0,1.0,33.8,15.9
431,1170,1,0,3,15,0,0,0,6,0,0,343,246.8,48.4,48.0,34.4,7.3
432,320,0,0,1,6,0,0,0,2,0,0,261,46.2,0.7,10.0,5.8,0.7
433,1260,0,0,3,17,0,0,0,4,0,0,433,229.6,161.6,118.0,51.0,1.6
434,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.3
435,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.6
436,1260,3,0,3,17,0,0,0,2,0,0,339,386.8,22.3,181.0,58.9,29.2
437,0,0,0,0,0,0,0,0,0,0,0,85,0.0,0.0,0.0,0.0,0.0
438,506,1,1,1,8,0,0,0,1,0,0,230,114.6,134.0,36.0,28.6,0.6
439,1174,1,1,5,13,0,0,0,0,0,0,403,135.6,85.8,104.0,32.2,8.6
440,204,0,1,1,5,0,0,0,1,0,0,244,35.4,137.4,11.0,18.3,0.1
441,439,2,1,1,5,0,0,0,2,0,0,266,112.0,129.8,53.0,29.3,0.4
442,1103,0,0,3,13,0,0,0,5,0,0,286,163.6,42.2,24.0,23.1,0.2
443,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,0.2
444,646,1,2,2,11,0,0,0,5,0,0,336,140.6,157.3,216.0,51.5,0.2
445,86,0,1,0,2,0,0,0,0,0,0,28,23.2,28.7,16.0,6.7,0.4
446,1047,3,5,4,12,0,0,0,0,0,0,0,262.8,304.6,190.0,75.2,6.3
447,13,0,0,0,0,0,0,0,0,0,0,72,3.6,11.0,40.0,5.5,0.1
448,243,0,0,2,2,0,0,0,1,0,0,226,0.0,4.4,77.0,7.4,0.4
449,1179,4,2,3,17,0,0,0,0,0,0,354,201.6,198.9,468.0,86.6,5.0
450,990,0,0,3,20,0,0,0,1,0,37,356,256.0,10.0,0.0,26.6,2.4
451,270,0,0,0,9,0,0,0,0,0,15,56,105.8,0.0,0.0,10.6,0.6
452,726,1,0,1,16,0,0,0,1,0,0,217,209.4,33.1,92.0,33.4,5.5
453,977,1,3,3,22,0,0,0,5,1,0,294,358.4,47.2,72.0,47.7,2.0
454,434,0,1,1,7,0,0,0,1,1,0,514,54.6,39.4,18.0,11.2,0.3
455,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,0.4
456,990,0,0,2,23,0,0,0,1,0,0,284,227.4,76.8,25.0,32.8,0.9
457,264,0,0,1,6,0,0,0,2,0,0,39,61.6,30.2,4.0,9.6,0.3
458,1058,0,0,3,21,0,0,0,4,0,0,581,93.2,166.7,60.0,31.9,1.4
459,1170,0,0,3,24,0,0,0,1,0,0,498,187.8,57.0,69.0,31.2,0.9
460,689,0,0,2,12,0,0,0,3,0,0,163,121.2,47.0,43.0,21.1,0.3
461,995,1,7,2,23,0,0,0,1,0,0,701,267.2,730.6,322.0,131.9,9.5
462,835,3,0,3,21,0,0,0,1,0,0,381,183.2,245.0,209.0,63.9,0.3
463,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
464,1103,6,1,3,23,0,0,0,4,0,0,452,338.2,213.8,562.0,111.4,7.1
465,314,0,0,1,9,0,0,0,0,0,0,0,41.8,31.6,10.0,8.3,0.1
466,134,0,0,0,3,0,0,0,1,0,0,0,19.8,57.8,30.0,10.7,0.7
467,240,0,1,1,4,0,0,0,0,0,0,0,28.2,87.8,33.0,14.6,0.1
468,108,1,0,0,5,0,0,0,0,0,0,381,43.6,17.0,21.0,8.2,1.4
469,286,0,1,1,4,0,0,0,0,0,0,200,8.2,6.2,196.0,20.4,1.8
470,125,1,0,0,2,0,0,0,0,0,0,286,36.6,5.1,25.0,6.7,0.1
471,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.9
472,180,0,0,0,4,0,0,0,0,0,5,0,32.4,0.0,0.0,3.2,2.5
473,827,1,2,3,15,0,0,0,0,0,0,0,173.4,214.0,144.0,53.3,0.2
474,271,0,0,0,6,0,0,0,0,0,0,0,57.4,17.3,22.0,9.8,0.4
475,30,0,0,0,0,0,0,0,0,0,0,0,5.2,15.8,8.0,2.9,0.2
476,431,0,0,1,4,0,0,0,1,0,0,0,81.8,11.8,8.0,10.3,0.1
477,1238,0,0,4,15,0,0,0,3,0,0,0,250.4,128.9,30.0,41.1,1.5
478,1156,3,3,4,14,0,0,0,1,0,0,0,223.8,188.7,412.0,82.3,13.7
479,421,1,1,1,7,0,0,0,1,0,0,0,105.6,48.5,71.0,22.5,2.1
480,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2
481,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
482,7,0,0,0,1,0,0,0,0,0,0,0,1.2,0.1,0.0,0.1,0.0
483,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.4
484,270,0,0,1,5,0,0,0,1,0,0,0,74.4,1.5,12.0,8.8,0.6
485,930,1,2,2,16,0,0,0,1,0,0,630,189.0,261.8,181.0,63.3,1.4
486,164,0,1,1,2,0,0,0,0,0,0,0,12.4,6.1,16.0,3.4,0.4
487,9,0,0,0,0,0,0,0,0,0,0,0,1.6,0.3,0.0,0.2,0.1
488,1152,0,2,3,10,0,0,0,5,0,0,270,233.0,192.6,102.0,52.8,0.4
489,315,0,1,0,3,0,0,0,0,0,0,0,56.4,96.5,61.0,21.5,0.2
490,180,0,0,1,1,0,0,0,0,0,6,188,40.0,0.0,0.0,4.0,0.6
491,920,2,2,4,9,0,0,0,5,0,0,0,185.6,287.6,270.0,74.3,0.8
492,12,0,0,0,0,0,0,0,0,0,0,0,0.0,16.8,17.0,3.4,0.0
493,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
494,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0
495,294,0,1,1,2,0,0,0,0,0,0,0,88.6,40.1,43.0,17.2,3.1
496,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
497,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
498,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
499,857,0,0,1,17,0,0,0,3,1,0,0,261.2,7.3,41.0,31.0,0.2
500,768,3,2,1,22,0,0,0,0,0,0,0,162.0,181.0,422.0,75.9,1.5
501,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
502,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4
503,1170,2,1,4,15,0,0,0,4,0,0,0,261.0,429.4,317.0,100.8,8.3
504,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4
505,526,0,1,1,18,0,0,0,1,0,0,0,126.4,63.8,3.0,19.3,0.2
506,198,0,0,0,5,0,0,0,1,0,0,3,47.2,17.7,0.0,6.5,4.2
507,379,1,1,1,8,0,0,0,0,0,0,0,42.8,29.8,100.0,16.6,0.1
508,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
509,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
510,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5
511,165,0,0,1,1,0,0,0,1,0,0,0,5.4,45.1,1.0,5.1,0.0
512,43,0,0,0,0,0,0,0,0,0,0,0,4.6,3.3,0.0,0.8,0.0
513,136,1,0,0,2,0,0,0,0,0,0,0,47.2,33.8,39.0,12.0,0.1
514,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
515,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2
516,53,0,0,0,1,0,0,0,0,0,0,0,0.2,3.9,2.0,0.7,0.1
517,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.3
518,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
519,157,0,0,0,3,0,0,0,0,0,0,0,31.2,4.9,0.0,3.7,0.3
520,323,0,0,1,5,0,0,0,3,0,0,0,31.8,65.9,50.0,14.5,0.1
521,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.2,0.0
522,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
523,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
524,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4
525,628,1,3,3,10,0,0,0,1,0,0,0,181.2,215.8,69.0,46.7,0.3
526,135,0,0,0,2,0,0,0,0,0,0,0,3.8,18.7,66.0,8.4,0.0
527,250,0,0,1,3,0,0,0,1,0,0,0,53.4,46.8,0.0,10.1,0.0
528,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
529,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
530,62,0,1,0,0,0,0,0,1,0,0,0,28.8,26.9,7.0,6.3,0.0
531,85,0,0,0,4,0,0,0,0,0,0,0,7.6,5.1,8.0,2.1,0.0
532,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
533,561,0,0,2,5,0,0,0,4,1,0,0,64.4,70.3,84.0,21.9,0.0
534,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
535,299,0,0,0,10,0,0,0,2,0,0,0,15.2,46.7,120.0,17.1,0.2
536,251,1,2,1,2,0,0,0,0,0,0,0,66.2,66.7,52.0,18.4,0.1
537,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2
538,636,0,0,0,12,0,0,0,1,0,0,0,86.8,51.2,28.0,16.6,0.0
539,1007,2,3,3,17,0,0,0,2,1,0,0,168.0,239.0,139.0,54.6,0.6
540,468,1,1,0,10,0,0,0,0,0,0,0,119.4,82.8,98.0,30.2,0.2
541,990,0,0,2,12,0,1,0,0,0,24,0,205.4,0.0,0.0,20.4,2.3
542,303,0,0,1,6,0,0,0,2,0,0,0,23.4,44.9,49.0,11.7,0.0
543,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
544,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
545,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
546,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2.3,0.0,0.2,0.1
547,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
548,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2
549,88,0,0,0,1,0,0,0,0,0,0,0,5.4,23.8,34.0,6.3,0.1
550,459,0,0,2,14,0,0,0,2,0,0,0,16.4,112.4,207.0,32.9,0.2
551,216,0,0,1,2,0,0,0,0,0,0,0,51.2,105.5,51.0,20.9,0.1
552,117,0,0,0,3,0,0,0,1,0,0,0,5.6,13.1,83.0,10.0,0.0
553,35,0,0,0,1,0,0,0,0,0,0,0,0.2,6.9,8.0,1.3,0.0
554,810,0,0,0,22,0,0,0,0,0,31,0,213.2,0.3,0.0,21.3,0.1
555,990,0,1,3,9,0,0,0,3,0,0,0,252.0,50.4,88.0,39.2,2.0
556,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.4
557,280,0,0,1,10,0,0,0,0,0,0,0,2.8,50.1,39.0,8.3,0.4
558,270,0,0,1,6,1,0,0,0,0,0,0,68.6,1.5,4.0,7.4,0.0
559,918,0,0,1,16,0,0,0,3,0,0,0,94.2,108.5,26.0,22.7,0.0
560,911,1,0,2,19,0,0,0,2,0,0,0,95.8,82.1,147.0,32.5,0.0
561,756,1,2,6,2,0,0,0,1,0,0,0,180.6,189.7,137.0,50.9,6.8
562,990,0,0,4,13,0,0,0,0,0,0,0,207.8,3.7,99.0,31.1,0.3
563,502,0,0,2,3,0,0,0,1,0,0,0,79.6,64.8,77.0,22.1,0.3
564,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
565,32,0,0,0,0,0,0,0,0,0,0,0,10.6,6.2,24.0,4.2,0.0
566,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
567,538,4,1,3,9,0,0,0,0,0,0,0,161.2,92.8,248.0,49.7,0.9
568,258,0,0,0,9,0,0,0,3,0,0,0,37.0,32.5,3.0,7.3,0.1
569,366,0,2,1,8,0,0,0,0,0,0,0,41.8,51.9,106.0,20.0,0.1
570,900,0,0,6,7,0,0,0,3,0,0,0,208.2,61.0,90.0,36.0,2.7
571,73,0,1,0,1,0,0,0,0,0,0,0,28.8,34.8,34.0,9.6,0.2
572,346,0,1,3,1,0,0,0,1,0,0,0,44.0,121.7,109.0,26.6,0.1
573,525,0,0,0,9,0,0,0,0,0,0,0,39.4,46.8,38.0,12.4,0.0
574,810,0,0,4,5,0,0,0,0,0,27,0,190.0,0.0,0.0,19.1,3.8
575,375,3,1,1,5,0,0,0,1,0,0,0,136.2,77.5,222.0,43.6,4.3
576,22,0,0,0,1,0,0,0,0,0,0,0,9.8,10.2,2.0,2.2,0.0
577,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
578,29,0,0,0,1,0,0,0,0,0,0,0,3.6,2.5,0.0,0.7,0.0
579,7,0,0,0,0,0,0,0,0,0,0,0,5.0,0.3,9.0,1.4,0.1
580,125,0,1,0,4,0,0,0,0,0,0,0,35.4,35.1,6.0,7.6,0.0
581,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
582,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,2.0,0.3,0.0
583,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
584,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
585,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2
586,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
587,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
588,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
589,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
590,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
591,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
592,202,0,1,0,3,0,0,0,0,0,0,0,41.4,23.7,8.0,7.3,0.1
593,2,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,0.0,0.2,0.0
594,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
595,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
596,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
597,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.1
598,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
599,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
600,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
601,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
602,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
603,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.0
604,115,0,1,1,1,0,0,0,0,0,0,0,32.6,20.7,46.0,9.9,0.2
605,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
